GEOID,area
46073,171698.7542137187
46093,8435202.28661159
46095,162961.46019589397
46123,97153.79579990094
46067,201268.82902382754
46085,245250341.29915467
46117,143470100.38016298
46009,211149.0150120114
46041,282909.2174210737
46071,56831978.46210963
46075,80702722.89697805
46079,519467.7269659004
46127,7625302.552980909
46055,66431.91596156942
46003,421093.2615477967
46023,22559322.90974415
46111,127239.96741998573
46109,2041652.0848444013
46121,4452.227873626038
46015,670852.3545440049
46035,788562.6853114507
46039,1094614.8411762188
46049,128152.56329614617
46005,717548.1374692231
46011,1269989.0403226267
46059,82036.40767766655
46063,57078.79960412532
46077,350789.7573720349
46087,83901.7152788738
46089,87698.08622173328
46097,9933.170535301888
46099,5101975.154828171
46125,82880.2771702074
46107,81323.77469476542
46047,207692.55834196994
46007,66481487.0272024
46065,1235890.5907889695
46129,81170.34049578072
46051,86890.77000472255
46045,168112.31946218116
46043,359011.24079388037
46057,26419.750829399716
46091,4897413.347437195
46103,526832656.2388469
46061,364518.36804604856
46115,209221.81184348263
46037,18896059.197401937
46027,1151608.834756049
46135,702186.6448553604
46033,422525414.0175437
46031,213624583.7982887
46029,1384381.6642238072
46025,130212.9551189964
46013,86840043.1238762
46017,0.0
46069,117160.11081350484
46053,4183207.6545039173
46102,537632506.5722684
46083,3590563.8100545085
46081,1239856.162253117
46019,276415.87238947477
46119,0.0
46101,265300.544999567
46137,586284.488515008
46021,61393.1151191015
46105,1640695150.8339152
