GEOID,area
19175,22375719.8751441
19001,6635976.371012041
19045,38739717.958261155
19083,11843210.074625295
19111,39550079.034846246
19009,1899300.6906242894
19027,7593384.217747399
19075,1100953.0092347916
19113,60040706.25534372
19147,40278590.89606509
19195,34448603.14040845
19087,13015211.15240919
19035,4629679.249924682
19003,775815.21451246
19163,60916672.925931655
19007,106386235.44358917
19017,32531300.644432105
19025,6591489.656183283
19103,138796103.1770772
19117,72265852.22199385
19127,9687686.237173442
19131,9200625.539886467
19135,25130231.843151666
19041,235032211.40598005
19049,37609295.13574751
19159,33760417.966729715
19165,4145870.6688132295
19169,78194289.04087086
19189,38193488.12419922
19097,85655986.68569316
19141,13108571.920591766
19055,18947919.30106741
19073,17220975.484662794
19079,11162367.937211653
19191,37073535.40665636
19197,25644598.620686654
19181,47688833.064746216
19185,22081355.47279774
19187,20832187.69404123
19171,29757365.043348342
19077,45735885.800502345
19081,33956879.34936807
19089,8175302.8537725555
19167,11271608.89237263
19173,1771207.1461107319
19095,42114237.37379023
19099,47806488.555938385
19101,4648794.753229701
19105,18217160.075939078
19109,35854321.92665831
19057,12466955.637809545
19161,21624362.425841443
19137,2888955.7301515355
19047,4761525.458718218
19043,79703921.51889396
19053,32433047.312399037
19133,50716572.295026556
19071,68550636.9273803
19023,37169381.59437298
19029,4099075.4651181186
19115,84752727.41780135
19125,113017930.35385399
19061,101041043.31676072
19067,8038154.422834692
19139,42277225.42418002
19143,9694644.006490937
19153,179689198.95160756
19157,8771722.108797163
19005,228377561.9925638
19013,41017263.39123691
19019,13802382.665007833
19021,31091467.804320298
19037,7701246.690851904
19149,28990370.9556596
19051,15679356.78042991
19011,23383327.356181875
19123,25223149.156178575
19015,158646879.59764096
19065,30095129.520032004
19093,784065.4638290463
19119,9950080.849532278
19121,8972229.477957422
19151,18118443.034596156
19179,58964595.61656458
19107,15328997.954909772
19033,44127060.461701766
19059,117820694.61226538
19183,17590234.30922052
19063,38704513.20471592
19177,32494343.54769306
19193,43750663.77002039
19039,24160862.472734213
19091,3784000.079233506
19145,2713963.767814393
19031,6727382.256130794
19085,56547279.21504591
19069,9235928.68577586
19129,26656240.611370895
19155,25543108.900800075
