GEOID,area
01001,40173257.244509704
01005,171019467.82037073
01023,16899110.113240674
01035,1288584.6492117192
01051,33203808.14706747
01055,2939358.1056020763
01065,338498889.9663788
01089,372665002.0363724
01113,80663982.01270323
01117,74559297.26402602
01049,36527765.34079073
01063,16657846.947235793
01087,46239624.92310884
01091,115468845.90462688
01095,39056716.9894019
01101,5185531.227394296
01107,867782.8632170837
01115,2690018.836547295
01119,18200709.85492017
01131,6439309.066246166
01043,1577113.7015861946
01033,165916534.1357811
01041,4363755.137660497
01009,1779066.6768537003
01047,48427008.316205055
01039,63139091.7533276
01061,40445973.74155011
01075,67679207.02118999
01013,2666519.345510817
01015,188168692.54416353
01073,111059603.31352276
01129,21669.69847671177
01071,529327573.71285295
01021,202265817.34128907
01027,594369425.5331515
01029,547197516.2542481
01093,29573885.941660278
01103,52731540.54734516
01133,174910721.05496272
01059,18226200.77773535
01097,64029794.572115034
01037,94445055.97096756
01017,996412.5308134201
01057,1144985.1692144643
01111,114880.32687027068
01053,4601869.731457219
01067,1567991.3945955029
01077,122360619.46801308
01083,94216203.0630415
01125,390196959.9573369
01007,1378930499.45005
01019,49040776.08435044
01085,72181307.42877193
01045,186152378.1151733
01105,817322793.3057235
01011,11011011.93167232
01003,138232886.07759485
01109,12230133.61696274
01127,105045871.27262087
01031,9227499.106876606
01123,6091979.16244619
01099,11366321.103991592
01079,359056990.5225837
01025,13690573.822045615
01081,379044108.99636537
01069,183654371.96739438
01121,410634720.4471441
