GEOID,area
47001,124599231.90964662
47003,1971003.9612344827
47005,10323285.84225935
47019,7682987.084095421
47029,93535384.17916705
47049,46144771.864641026
47063,140174478.06071243
47073,167979230.25839746
47081,513857.404450811
47097,134778313.68048027
47121,16745922.890104895
47149,40751492.410346225
47173,433472166.48342896
47057,419456189.4734098
47091,35027.93001883296
47107,17107589.037468057
47117,363612.5296939849
47123,678370026.7726774
47143,18835329.527350303
47151,8268605.82731494
47155,518007880.28656954
47157,36897882.71528804
47165,8379470.4335136125
47167,2100698.132707329
47185,19321710.297352348
47189,4769632.455008255
47013,55596684.83189105
47021,4415951.134851793
47031,9751149.97161342
47035,25745375.51911135
47037,38207085.77542044
47041,61975448.68614663
47065,105698473.58097327
47089,91610404.63175125
47025,263761801.9542287
47053,1941838.5208897414
47135,1429011.1896786515
47163,41844349.84484437
47009,437703587.46015507
47129,179106.53800924533
47045,30156799.843112815
47127,1529159.669207453
47145,88860486.26979946
47183,15098058.728144836
47055,2027258.0799022096
47085,469537.6291165002
47119,1551713.3454168055
47147,8599915.820164572
47105,19354546.29522563
47093,490270568.87749857
47115,47247074.38789742
47125,45301681.78723885
47101,40393.23775199834
47087,49081006.604663126
47139,432033912.7466757
47153,287738.20669690374
47169,83286.19042948667
47177,17050799.427635826
47039,42585.45024913791
47131,1672269.315173795
47181,260616.58623097435
47075,43420723.60896685
47161,259295945.28418964
47109,17426.429787481706
47113,464285455.55074185
47133,27017829.724308714
47043,9122517.675205903
47095,4115079.599184359
47099,2312643.791171389
47179,1557386.7122175903
47061,7677237.979697473
47069,9078549.18719099
47071,1301275.357106123
47103,1205675.1948822294
47027,55661126.3913402
47047,3992905.057943172
47023,34418451.184874676
47083,21350.713485334498
47171,8336707.304980755
47007,408179.8310981502
47011,10717315.32433475
47051,120564380.76583236
47137,64655982.88922167
47017,9978720.757593405
47015,59398.96700795371
47141,594467091.5002972
47175,0.0
47059,67395901.60899167
47111,94451.03678354267
47079,25100866.42967136
47187,14980390.33466373
47067,64830283.22560525
47033,3559265.517362548
47159,15906300.648542713
47077,13820529.646197956
