GEOID,area
12009,1152597628.0049126
12023,41114698.093015075
12039,60123029.65280942
12055,253665201.63206255
12065,478326414.8143608
12073,544220310.4358416
12095,390680433.79337806
12107,324561033.92004997
12123,370859819.0119545
12127,902312425.6512635
12131,130886604.08873048
12133,6568049.34371079
12077,1268251052.9068916
12086,3153895604.5852933
12093,342619295.5376939
12097,735980320.0536851
12033,257218409.8244521
12037,1081733054.8655558
12041,34151944.13504867
12047,13684082.661462162
12053,284816341.4578117
12071,300883160.9575105
12013,4006038.7102598776
12069,839712339.0662224
12129,1031449107.0120221
12079,36559186.85738532
12113,746582767.2222091
12057,267902387.61361632
12089,78912715.1296007
12075,696906662.5446218
12045,181786395.8686292
12105,592289835.1070513
12121,37387945.815961175
12029,346301082.75221705
12007,32979991.09136175
12115,401273155.1922783
12035,152656890.8488137
12059,251801.31239327812
12087,3540260256.923991
12109,298161498.3808159
12111,7861468.868967863
12031,642108837.048836
12119,460741204.2382005
12099,1658127961.0484776
12067,223989060.96903318
12019,475812851.4062368
12049,155103.86183070947
12001,457488274.4681056
12027,200305628.39816526
12061,335357191.4846835
12021,3768231354.397095
12051,375648054.65439093
12005,30223751.958667725
12063,75398839.31481631
12101,418814965.3141423
12081,71267849.09130624
12011,1963896976.1686072
12015,717429411.3299258
12003,130269180.3541195
12043,310415904.87857693
12103,56274030.03478189
12085,246084878.77006543
12091,574380187.3961023
12017,515420684.6139885
12083,1623118441.7413273
12125,36124692.5395828
12117,124433682.48840839
