GEOID,area
31091,899925.1175379116
31167,7753025.495461529
31103,5644035.660821204
31151,2185105.8157811956
31033,4736239.811516571
31009,4358740.113645118
31003,11138359.018083466
31029,18150313.16541709
31171,89493013.10200551
31031,47296234.29155336
31035,17937319.4866429
31037,1456587.2692606472
31051,7693530.597227596
31023,2669559.3331981488
31153,44547481.02797779
31081,3185617.0027652145
31109,31190069.007657968
31119,5815719.068722343
31053,1103188.6008215589
31123,40658428.04355348
31095,1472368.6494084012
31137,20843469.45584778
31133,673395.7331312405
31177,6458730.451994474
31041,14544498.253951356
31055,38243358.93668898
31047,81831398.62400089
31161,17060092.910666805
31065,2018157.9701622264
31071,81235.88771855336
31089,9020653.684465645
31169,5022210.656831826
31039,1809148.9688136324
31113,319617.0024215041
31021,1098904.2206232564
31141,9180392.495084193
31145,3546991.6913546403
31149,1041824.8374688898
31067,5736036.079236594
31077,2930453.7960012984
31097,546818.608977018
31127,6084154.438388564
31083,2222554.0516945138
31093,2595804.808604717
31173,812089.0595561316
31175,11972722.985321788
31131,3873167.4897666587
31139,325426.19857022236
31013,3816.848076577944
31159,7402571.034010417
31165,51.43339063691961
31111,95318996.63678612
31115,6941828.002739396
31179,853579.2650005973
31183,92050.17406983592
31121,579979.4886423454
31125,6598797.608025965
31163,101848.62675487636
31063,17859880.60290536
31143,679406.9431947363
31087,31684135.373062786
31117,914324.1737619636
31181,2559498.555110153
31007,13606158.14979793
31027,2753081.5038566655
31043,5484365.477794079
31099,11608282.308546811
31045,86166922.39271946
31005,235126.09879525154
31049,664631.1413193672
31185,9021466.487041604
31107,9990499.129281815
31085,693603.025008614
31147,7121745.566198624
31017,23253926.102899484
31135,199963.6789664076
31079,5881439.3801546525
31129,1722206.2202091916
31157,65447192.89743909
31001,2127937.013728088
31019,6447569.629205868
31011,452475.1158549954
31015,147495.14140746824
31101,20530386.02437552
31069,5154985.703081686
31057,2444866.8216795637
31075,3292267.819049094
31105,114213.43184509316
31025,21328731.30867071
31155,11858975.037557682
31059,13319921.962281939
31061,9040686.40071524
31073,16121591.967166886
