GEOID,area
06001,308215886.5154589
06003,1124512913.0292287
06005,357805786.70197606
06013,501304334.49774855
06019,4546780826.8306465
06023,2961096340.9525733
06033,1233737683.1156025
06037,3488724369.1529145
06047,303468633.9646966
06057,497782998.3967472
06081,503186011.64941186
06085,1299665818.208023
06115,37901771.63821754
06045,3205769761.667562
06051,3835243748.1543107
06055,293633047.6638237
06059,164301222.6069249
06069,1252599799.853035
06073,3228060092.3519306
06079,1320079477.0958009
06083,1584313104.8915184
06097,260085635.57275915
06101,13437250.217419945
06107,5285864658.904406
06113,215737827.40323994
06039,988518609.7414376
06009,24089822.933974035
06043,1237847683.9332674
06095,133870665.99524842
06063,264104864.0083196
06093,3326374682.834733
06027,6108109262.895444
06053,2359838007.298882
06099,149145160.10250166
06091,275834731.9682891
06089,2170339665.3052435
06011,105102707.39040643
06041,427611727.10035974
06077,8150774.231450889
06031,21568624.515903056
06035,990994637.7088344
06075,6596250.366616348
06021,119537350.02059159
06025,1207355812.8391821
06061,634201827.654461
06109,2258108910.7973
06111,2033715857.6662552
06103,1642912712.28226
06049,501551596.9114282
06087,701922777.8457924
06105,3837393305.0055275
06029,1656982877.7548656
06071,23158424605.38748
06017,1345111119.5584407
06067,53095678.35424761
06007,1080072931.2502475
06015,2063665449.2610219
06065,7795963041.6427
