GEOID,area
20053,721410.6874284622
20095,1620423.9633286702
20135,238043.6380203319
20199,1565773.270790052
20069,194097.3053253377
20143,5523468.117009852
20181,1670192.0247523705
20033,234257.797038442
20149,72234064.56942782
20083,65625.38944699624
20203,1067754.8205581403
20065,35436.57609790137
20067,355.11672335756884
20195,287552.57365163084
20105,852160.1749827502
20109,1297854.6471953574
20111,26907181.94954826
20113,2582789.6045533754
20049,122045.70813401333
20057,757934.7715331373
20091,83986891.9860265
20097,411037.8471684252
20101,20716.04954489418
20063,8681434.394131264
20073,2141508.9895848283
20077,197967.71361327128
20085,1583763.1312116599
20001,868305.3284113673
20009,111211219.45919684
20015,1510828.2571453087
20025,215725.3653896416
20029,4761871.902295357
20043,12064355.733259495
20087,13977071.887162004
20089,2540050.049566432
20023,7425481.992085807
20013,3169223.4712256505
20045,26463708.218878783
20051,1041222.4564747299
20055,397609.96233106626
20173,7267342.004250907
20177,27072013.173321106
20185,85581683.85007279
20059,28069727.904853307
20175,136325.0959111396
20017,44326926.43413064
20183,1445090.5746351832
20189,156781.63334837704
20037,1736954.0189549108
20027,5069566.3555971505
20031,55944299.430503994
20159,3705545.740576077
20169,7475198.181081155
20125,3339127.9469981845
20209,100480238.29851912
20131,3878882.2648692727
20141,535464.4697514379
20193,393483.66528572864
20021,6144953.536378069
20147,45869987.39319527
20151,24136075.397044737
20153,221384.19050966122
20061,9580540.443631662
20171,168770.14809839614
20071,0.0
20123,705421.9713040661
20139,24052742.420880757
20191,760429.8425922557
20145,420327.44503711874
20081,0.0
20093,117316.74836305002
20163,365292.8732326239
20201,1505956.6740971445
20205,2613456.3193604276
20167,668063.3422230862
20127,813387.9019748835
20129,258469766.3262642
20133,1126270.0411212423
20187,149070.02432303957
20003,7164138.54923618
20047,911026.5076530081
20119,1921379.8128677784
20157,3734988.8389333626
20121,3231842.674967273
20041,7309377.818807284
20137,122599.30969463433
20179,75479.00751616701
20007,476624.8868228279
20117,28905470.55216159
20207,10479414.690588271
20075,157504.64287423337
20039,145667.5423190697
20011,593934.125964069
20005,9162504.377461838
20099,2065132.4704004524
20103,56896539.091492645
20197,2183788.3961861148
20161,75973841.86075349
20019,114237.9101584162
20079,1445045.3587371584
20107,32439474.271648627
20035,11721662.03272922
20155,12394238.089124097
20115,3565092.332736315
20165,218113.41133966422
