GEOID,area
29057,319583.9753583558
29143,4724182.65676355
29157,51460006.35225685
29189,208227679.6340813
29199,17164979.795226503
29207,50620986.85934115
29023,7845548.791556131
29029,285052720.38496685
29031,85952487.68608995
29033,5660547.725541685
29041,49033464.259574376
29069,3469661.647278166
29087,29208240.950384807
29113,26799467.404988695
29159,45552044.91896998
29183,142034215.69326895
29195,57499814.30472296
29197,820125.0881325854
29201,3172763.23878304
29019,60830183.34877143
29013,35393918.001655534
29095,224750934.19328323
29227,419192.6597095517
29027,48627761.15745202
29171,1427570.8606946482
29005,533247.4746332279
29009,29208568.986391094
29203,1284859240.44823
29133,18769894.54703922
29149,74532267.63293253
29021,68663333.42316121
29035,130647305.41300522
29081,602718.5208908032
29167,984178.5096780228
29085,9483671.46586381
29173,22273281.583221078
29011,558232.6413787006
29177,4858369.020585361
29017,15614127.394373406
29047,26077943.36842667
29105,53459339.78551001
29109,19919229.714872777
29125,51863279.21973952
29223,77960688.12416813
29510,10464999.74084142
29077,61589872.2057963
29001,26970132.699148152
29119,2885961.7937868973
29061,519230.96901186113
29067,4124165.810151919
29055,670918001.801217
29137,108061025.26472649
29135,19723685.98702744
29221,1030896526.667822
29075,1635047.4862377502
29079,2682572.419746352
29165,81274935.38119426
29225,50543212.90135365
29093,706516343.2335434
29111,32715649.63376301
29025,1648473.6950071878
29091,36930818.97577428
29181,9743680.466811165
29107,25083948.543009955
29053,42622512.11194607
29131,499301205.44777924
29039,602257.9315028382
29051,101975446.48657002
29147,23973397.28654471
29151,9551963.841342593
29185,445696.99798486347
29083,19476848.494024366
29097,3795804.5438993797
29117,32073440.322625723
29121,1701845.2173025687
29139,68185179.58516406
29141,644557639.7793359
29145,5498102.807631515
29205,1705142.4536956544
29211,26575809.564553715
29007,550528.3752338907
29215,544908703.2194729
29219,138493074.98234072
29045,360468.1912466526
29073,47641720.63165709
29123,17876353.66811702
29187,48357939.22688409
29186,20959286.521755055
29229,16814888.155496106
29155,4151769.6321409335
29059,229380.73765676204
29063,4758451.225735333
29049,5554274.5856944695
29217,53179910.257800266
29037,44259769.98182882
29209,10780275.389725221
29163,22968492.623711646
29169,563384458.8290083
29175,13513366.252196535
29065,989538400.3135822
29153,27179570.548857994
29115,1355494.4441525813
29089,41551901.263515934
29003,3242164.273599231
29015,353482668.9734552
29043,161610938.97623217
29103,744103.5165778251
29127,6193737.219549433
29161,647323862.2765545
29179,1195509427.5664084
29071,201302084.85890523
29213,71081259.16629034
29101,79894631.23196438
29129,602393.5919499187
29099,177789374.13641134
