GEOID,area
05011,119445.47628404561
05015,593610.613113463
05019,6224276.087140831
05025,32065.005005434174
05063,1189328.2181628814
05067,2348817.970025046
05121,43544269.70231904
05061,364470.31146513234
05093,3089013.258768582
05095,155296112.56103566
05099,2012567.2392475943
05103,238427.80532791218
05109,14039659.851612315
05117,236622.715082063
05133,240643.61825992982
05147,117396.73463802872
05003,672923.0534864883
05007,67103814.939641215
05013,1054675.3201747993
05045,35633198.34737048
05039,195647.92100990203
05001,157539804.13684744
05029,144438.57264877763
05057,5266871.893564718
05041,128250054.47598085
05119,110052063.68749845
05073,163611.38996422244
05085,21812742.586890884
05145,3812149.1859989963
05017,1577265.2150969035
05053,95468.64328186332
05069,3973014.145988881
05107,23672603.742251355
05043,169017.89015933327
05049,3791631.6687738616
05135,22522.775866183456
05101,0.0
05105,2960664.2330216737
05115,4106328.742138852
05005,688263.3422564197
05009,656705.4663170374
05077,1330219.199058708
05129,915245.2200701137
05149,108610265.30860987
05021,73154970.19279045
05023,239981.0585063292
05037,27223466.5687213
05051,132099779.92716298
05089,66093.75329888103
05113,96045461.5552228
05055,4058406.2633506255
05065,6277827.690691234
05071,277601.73416477855
05083,23581246.64588983
05031,5984679.1700559
05123,10311508.051028093
05141,30194185.7671828
05047,14204825.948315453
05137,308025.9701829955
05111,33858899.896421276
05027,432166.9202438931
05125,4755702.702502028
05079,79610.57221462084
05127,45734720.0155552
05035,4994725.721962966
05097,390656561.54017216
05091,2715469.1429243293
05087,56705.52841750397
05033,6878212.5032815235
05081,14697734.531769142
05139,511801.37766842893
05059,44589.165897672494
05143,16611966.15260651
05075,537094.7007631054
05131,33120691.552733205
